Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1984,NBA,5,111,Mike Whitmarsh,University of San Diego,,,,,,,,,,,,,,,,
1984,NBA,6,134,Lance Ball,Western Oregon University,,,,,,,,,,,,,,,,
1984,NBA,7,157,Victor Anger,Pepperdine,,,,,,,,,,,,,,,,
1984,NBA,8,180,Steve Flint,UC San Diego,,,,,,,,,,,,,,,,
1984,NBA,9,202,Dennis Black,University of Portland,,,,,,,,,,,,,,,,
1984,NBA,10,224,Randy Dunn,George Fox University,,,,,,,,,,,,,,,,
1983,NBA,1,14,Clyde Drexler,Houston,1086,37537,22195,6677,6125,.472,.318,.788,34.6,20.4,6.1,5.6,135.6,.173,5.4,70.2
1983,NBA,2,39,Granville Waiters (↳IND),Ohio State,249,2547,606,540,121,.458,.000,.559,10.2,2.4,2.2,0.5,1.9,.036,-3.3,-0.8
1983,NBA,3,62,Tom Piotrowski,La Salle,18,78,30,16,5,.462,,1.000,4.3,1.7,0.9,0.3,0.1,.070,-4.6,-0.1
1983,NBA,4,85,Tim Dunham,Chaminade University of Honolulu,,,,,,,,,,,,,,,,
1983,NBA,5,108,Gary Monroe,Wright State University,,,,,,,,,,,,,,,,
1983,NBA,6,131,Derrick Pope,Montana,,,,,,,,,,,,,,,,
1983,NBA,7,154,Paul Little,Penn,,,,,,,,,,,,,,,,
1983,NBA,8,177,Frank Smith,Arizona,,,,,,,,,,,,,,,,
1983,NBA,9,199,Phil Hopson,Idaho,,,,,,,,,,,,,,,,
1983,NBA,10,220,Russ Christianson,East Oregon University,,,,,,,,,,,,,,,,
1982,NBA,1,11,Fat Lever,Arizona State,752,23814,10433,4523,4696,.447,.310,.771,31.7,13.9,6.0,6.2,61.2,.123,3.3,32.1
1982,NBA,2,33,Linton Townes,James Madison University,60,543,257,67,32,.440,.360,.750,9.1,4.3,1.1,0.5,0.6,.057,-3.2,-0.2
1982,NBA,2,37,Audie Norris,Jackson State University,187,2585,819,576,147,.511,.000,.662,13.8,4.4,3.1,0.8,2.9,.054,-3.6,-1.1
1982,NBA,3,66,Phillip Lockett,Alabama,,,,,,,,,,,,,,,,
1982,NBA,4,79,Eric Smith,Georgetown,,,,,,,,,,,,,,,,
1982,NBA,5,103,Cherokee Rhone,Centenary (LA),,,,,,,,,,,,,,,,
1982,NBA,6,125,Leo Cunningham,Utah State University,,,,,,,,,,,,,,,,
1982,NBA,7,149,Terry Long,Lamar,,,,,,,,,,,,,,,,
1982,NBA,8,171,Dave Porter,Western Oregon University,,,,,,,,,,,,,,,,
1982,NBA,9,195,Mark Dearborn,Saint Joseph's,,,,,,,,,,,,,,,,
1982,NBA,10,215,Grant Taylor,University of California Irvine,,,,,,,,,,,,,,,,
1981,NBA,1,15,Jeff Lamp,Virginia,291,3471,1495,437,269,.470,.222,.841,11.9,5.1,1.5,0.9,5.2,.072,-2.6,-0.5
