Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1984,NBA,2,42,Willie White,Chattanooga,82,577,302,80,82,.432,.313,.741,7.0,3.7,1.0,1.0,0.3,.028,-2.3,0.0
1984,NBA,4,79,Karl Tilleman,University of Calgary,,,,,,,,,,,,,,,,
1984,NBA,5,103,Prince Bridges,Missouri,,,,,,,,,,,,,,,,
1984,NBA,6,125,Willie Burton,Tennessee,,,,,,,,,,,,,,,,
1984,NBA,7,149,Mark Simpson,Catawba College,,,,,,,,,,,,,,,,
1984,NBA,8,171,Bill Wendlandt,Texas,,,,,,,,,,,,,,,,
1984,NBA,9,194,Cecil Exum,UNC,,,,,,,,,,,,,,,,
1984,NBA,10,215,Dexter Bailey,Xavier,,,,,,,,,,,,,,,,
1983,NBA,1,15,Howard Carter,LSU,66,754,351,89,75,.440,.227,.774,11.4,5.3,1.3,1.1,0.0,-0.002,-5.0,-0.6
1983,NBA,2,37,David Russell,St. John's,,,,,,,,,,,,,,,,
1983,NBA,3,61,David Little,Oklahoma,,,,,,,,,,,,,,,,
1983,NBA,4,83,York Gross,UC Santa Barbara,,,,,,,,,,,,,,,,
1983,NBA,5,107,James Braddock,UNC,,,,,,,,,,,,,,,,
1983,NBA,6,129,Glenn Green,Murray State,,,,,,,,,,,,,,,,
1983,NBA,7,153,Maurice McDaniel,Catawba College,,,,,,,,,,,,,,,,
1983,NBA,8,175,Cliff Tribus,Davidson,,,,,,,,,,,,,,,,
1983,NBA,9,198,Bobby Van Noy,Catawba College,,,,,,,,,,,,,,,,
1983,NBA,10,218,Cleveland McCrae,Catawba College,,,,,,,,,,,,,,,,
1982,NBA,1,19,Rob Williams,Houston,153,3367,1319,330,825,.439,.274,.789,22.0,8.6,2.2,5.4,2.1,.030,-3.1,-0.9
1982,NBA,3,62,Roylin Bond,Pepperdine,,,,,,,,,,,,,,,,
1982,NBA,4,84,Alford Turner,Louisiana,,,,,,,,,,,,,,,,
1982,NBA,5,109,Bill Duffy,Santa Clara,,,,,,,,,,,,,,,,
1982,NBA,6,131,Chris Brust,UNC,,,,,,,,,,,,,,,,
1982,NBA,7,153,Jeb Barlow,UNC,,,,,,,,,,,,,,,,
1982,NBA,8,178,Donnie Speer,UAB,,,,,,,,,,,,,,,,
1982,NBA,9,200,Dean Sears,UCLA,,,,,,,,,,,,,,,,
