Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1972,NBA,2,15,Harold Fox,Jacksonville University,10,84,31,8,10,.375,,.875,8.4,3.1,0.8,1.0,0.0,-0.014,,
1972,NBA,3,32,Bob Morse,Penn,,,,,,,,,,,,,,,,
1972,NBA,4,49,George Bryant,Eastern Kentucky University,,,,,,,,,,,,,,,,
1972,NBA,5,65,Arnie Berman,Brown University,,,,,,,,,,,,,,,,
1972,NBA,6,82,Ed Czernota,Sacred Heart University,,,,,,,,,,,,,,,,
1972,NBA,7,99,Greg Kohls,Syracuse,,,,,,,,,,,,,,,,
1972,NBA,8,115,Andy Denny,University of South Alabama,,,,,,,,,,,,,,,,
1972,NBA,9,131,John Collins,State University of New York at Brockport,,,,,,,,,,,,,,,,
1972,NBA,11,158,Jim Prokell,Edinboro University of Pennsylvania,,,,,,,,,,,,,,,,
1972,NBA,12,167,Frank DeWitt,Virginia,,,,,,,,,,,,,,,,
1972,NBA,13,176,Kim Huband,UNC,,,,,,,,,,,,,,,,
1972,NBA,14,182,Craig Corson,UNC,,,,,,,,,,,,,,,,
1972,NBA,15,189,Paul Hoffman,St. Bonaventure,,,,,,,,,,,,,,,,
1972,NBA,16,194,Norman Bounds,State University of New York at Brockport,,,,,,,,,,,,,,,,
1971,NBA,1,3,Elmore Smith,Kentucky State University,562,17879,7541,5962,808,.482,,.579,31.8,13.4,10.6,1.4,34.7,.093,1.2,9.4
1971,NBA,2,19,Fred Hilton,Grambling State University,120,2080,1131,254,190,.388,,.749,17.3,9.4,2.1,1.6,-3.5,-0.080,,
1971,NBA,2,26,Amos Thomas,Southwestern Oklahoma State University,,,,,,,,,,,,,,,,
1971,NBA,2,30,Spencer Haywood,Detroit Mercy,760,25600,14592,7038,1351,.465,,.800,33.7,19.2,9.3,1.8,61.4,.115,-0.3,7.7
1971,NBA,4,53,Jimmy O'Brien,Boston College,,,,,,,,,,,,,,,,
1971,NBA,5,70,Garry Nelson,Duquesne,,,,,,,,,,,,,,,,
1971,NBA,6,87,Glen Summors,Gannon University,,,,,,,,,,,,,,,,
1971,NBA,7,104,Randy Smith,Buffalo State,976,31444,16262,3597,4487,.470,,.781,32.2,16.7,3.7,4.6,60.1,.092,0.4,16.0
1971,NBA,8,121,Craig Love,Ohio University,,,,,,,,,,,,,,,,
1971,NBA,9,138,Gary Stewart,Canisius,,,,,,,,,,,,,,,,
1971,NBA,10,154,Don Ward,Colgate,,,,,,,,,,,,,,,,
1971,NBA,11,170,Bill Warner,Arizona,,,,,,,,,,,,,,,,
1971,NBA,12,184,Butch Webster,LSU,,,,,,,,,,,,,,,,
1971,NBA,13,197,Pete Smith,Valdosta State University,,,,,,,,,,,,,,,,
1971,NBA,14,209,Ray Lavender,Drury University,,,,,,,,,,,,,,,,
1971,NBA,15,218,William Chatmon,Baylor,,,,,,,,,,,,,,,,
1971,NBA,16,226,James Douglas,Memphis,,,,,,,,,,,,,,,,
1971,NBA,17,230,Nelson Isley,LSU,,,,,,,,,,,,,,,,
1971,NBA,18,233,Joey Meyer,DePaul,,,,,,,,,,,,,,,,
1970,NBA,1,15,John Hummer (↳BUF),Princeton,327,7420,2248,1733,543,.438,,.524,22.7,6.9,5.3,1.7,4.8,.031,-2.4,-0.2
1970,NBA,2,24,Cornell Warner,Jackson State University,445,10508,2860,3353,494,.452,,.672,23.6,6.4,7.5,1.1,15.8,.072,-1.4,1.0
1970,NBA,3,43,Chip Case,Virginia,,,,,,,,,,,,,,,,
1970,NBA,4,58,Erwin Polnick,Stephen F. Austin,,,,,,,,,,,,,,,,
1970,NBA,5,77,Robert Moore,Central State University,,,,,,,,,,,,,,,,
1970,NBA,6,92,Doug Hess,Toledo,,,,,,,,,,,,,,,,
1970,NBA,7,111,Cliff Shegogg,Colorado State,,,,,,,,,,,,,,,,
1970,NBA,8,126,Larry Woods,West Virginia,,,,,,,,,,,,,,,,
1970,NBA,9,145,Larry Duckworth,Henderson State University,,,,,,,,,,,,,,,,
1970,NBA,10,160,Joe Taylor,Dillard University,,,,,,,,,,,,,,,,
1970,NBA,11,177,Dick Walker,Wake Forest,,,,,,,,,,,,,,,,
