Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1976,NBA,2,32,Mo Howard,Maryland,32,345,152,39,42,.485,,.686,10.8,4.8,1.2,1.3,0.6,.084,-1.0,0.2
1976,NBA,3,50,Gary Cole,University of Wisconsin-Parkside,143,2394,1290,500,160,.473,.000,.802,16.7,9.0,3.5,1.1,5.4,.108,0.3,1.4
1976,NBA,4,66,John Engles,Penn,,,,,,,,,,,,,,,,
1976,NBA,5,84,Edmund Lawrence,McNeese State University,3,19,12,4,1,.625,,.500,6.3,4.0,1.3,0.3,0.1,.201,-3.7,0.0
1976,NBA,6,102,Harry Davis,Morris Brown College,,,,,,,,,,,,,,,,
1976,NBA,7,120,Johnny Britt,Western Kentucky,,,,,,,,,,,,,,,,
1976,NBA,8,123,Dale Koehler,Wisconsin,,,,,,,,,,,,,,,,
1976,NBA,8,138,Tim Sisneros,Middle Tennessee,,,,,,,,,,,,,,,,
1976,NBA,9,155,Bruce Parkinson,Purdue,,,,,,,,,,,,,,,,
1976,NBA,10,171,Elisha McSweeney,Minnesota State University Mankato,,,,,,,,,,,,,,,,
1975,NBA,1,15,John Lambert (↳CLE),USC,446,5564,1688,1493,248,.428,,.693,12.5,3.8,3.3,0.6,6.9,.060,-3.1,-1.5
1975,NBA,2,28,Dan Roundfield,Central Michigan University,746,23443,11318,7243,1620,.485,,.738,31.4,15.2,9.7,2.2,65.2,.134,1.4,20.0
1975,NBA,2,33,Mel Utley,St. John's,,,,,,,,,,,,,,,,
1975,NBA,3,45,Ted Hathaway,Cleveland State University,,,,,,,,,,,,,,,,
1975,NBA,4,62,Eric Fernsten,San Francisco,218,1643,517,372,82,.445,,.675,7.5,2.4,1.7,0.4,3.3,.098,-0.7,0.6
1975,NBA,5,79,Jim Lee,Syracuse,,,,,,,,,,,,,,,,
1975,NBA,5,82,Mike Odemns,Western Kentucky,,,,,,,,,,,,,,,,
1975,NBA,6,99,Henry Ward,Jackson State University,27,171,83,33,6,.378,,.882,6.3,3.1,1.2,0.2,-0.1,-0.023,-6.1,-0.2
1975,NBA,7,116,Shawn Leftwich,Jacksonville University,,,,,,,,,,,,,,,,
1975,NBA,8,136,Andre McCarter,UCLA,103,1182,392,95,172,.431,,.725,11.5,3.8,0.9,1.7,1.1,.046,-2.5,-0.2
1975,NBA,9,152,Skip Howard,Bowling Green,,,,,,,,,,,,,,,,
1975,NBA,10,167,Eric Anderson,Macalester College,,,,,,,,,,,,,,,,
1974,NBA,1,8,Campy Russell (↳CLE),Michigan,566,16781,8953,2696,1684,.459,,.772,29.6,15.8,4.8,3.0,35.8,.103,0.3,9.8
1974,NBA,3,38,Foots Walker,West Georgia,658,15036,4199,1686,3111,.435,,.762,22.9,6.4,2.6,4.7,31.0,.099,0.7,10.2
1974,NBA,3,39,Kevin Restani,San Francisco,550,10114,3386,2206,747,.486,,.717,18.4,6.2,4.0,1.4,14.8,.070,-1.5,1.2
1974,NBA,4,57,Jimmy Foster,UConn,,,,,,,,,,,,,,,,
1974,NBA,5,75,Gary Novak,Notre Dame,,,,,,,,,,,,,,,,
1974,NBA,6,93,Aron Stewart,Richmond,,,,,,,,,,,,,,,,
1974,NBA,7,111,Mike Robinson,Michigan State,,,,,,,,,,,,,,,,
1974,NBA,8,129,Kerry Hughes,Wisconsin,,,,,,,,,,,,,,,,
1974,NBA,9,147,Jim Bushkofsky,Upper Iowa University,,,,,,,,,,,,,,,,
1974,NBA,10,164,Jim Kelly,Loras College,,,,,,,,,,,,,,,,
1973,NBA,1,2,Jim Brewer (↳CLE),Minnesota,703,15936,4099,4458,1038,.448,,.571,22.7,5.8,6.3,1.5,29.3,.088,0.1,8.6
1973,NBA,2,26,Allan Hornyak,Ohio State,,,,,,,,,,,,,,,,
1973,NBA,3,37,Jim O'Brien (↳CLE),Maryland,,,,,,,,,,,,,,,,
1973,NBA,3,40,Ozie Edwards,Oklahoma City University,,,,,,,,,,,,,,,,
1973,NBA,3,41,James Lister,Sam Houston State University,,,,,,,,,,,,,,,,
1973,NBA,4,57,Luke Witte,Ohio State,118,1098,372,357,60,.402,,.685,9.3,3.2,3.0,0.5,1.2,.051,-3.0,-0.3
1973,NBA,5,74,John Coughran,California,24,160,68,19,12,.358,.222,.571,6.7,2.8,0.8,0.5,-0.3,-0.086,-6.5,-0.3
1973,NBA,6,91,Willie Calvert,Abilene Christian University,,,,,,,,,,,,,,,,
1973,NBA,7,108,Larry Farmer,UCLA,,,,,,,,,,,,,,,,
1973,NBA,8,125,John Ritter,Indiana,,,,,,,,,,,,,,,,
1973,NBA,9,142,Les Taylor,Murray State,,,,,,,,,,,,,,,,
1973,NBA,10,156,Dean Martin,Baldwin-Wallace College,,,,,,,,,,,,,,,,
1973,NBA,11,169,Floyd Lewis,Harvard University,,,,,,,,,,,,,,,,
1973,NBA,12,178,Chris McMurray,San Diego State,,,,,,,,,,,,,,,,
1973,NBA,13,185,John Penebacker,Hawaii,,,,,,,,,,,,,,,,
1973,NBA,14,191,Charles Mitchell,Eastern Kentucky University,,,,,,,,,,,,,,,,
1973,NBA,15,196,Reese Stovall,University of Texas Rio Grande Valley,,,,,,,,,,,,,,,,
1973,NBA,16,201,Tom O'Connor,Iowa,,,,,,,,,,,,,,,,
1973,NBA,17,205,Phil Elderkin,,,,,,,,,,,,,,,,,
1972,NBA,1,3,Dwight Davis,Houston,340,8010,2936,1991,529,.423,,.730,23.6,8.6,5.9,1.6,11.4,.068,-1.7,0.4
1972,NBA,2,24,Steve Hawes (↳HOU),Washington,688,15831,5768,4272,1288,.483,,.790,23.0,8.4,6.2,1.9,37.1,.112,0.5,9.9
1972,NBA,4,50,Hank Siemiontkowski,Villanova,,,,,,,,,,,,,,,,
1972,NBA,5,66,Sam Cash,University of California Riverside,,,,,,,,,,,,,,,,
1972,NBA,6,83,Tom Parker,Kentucky,,,,,,,,,,,,,,,,
1972,NBA,7,100,Steve Davidson,West Texas A&M University,,,,,,,,,,,,,,,,
1972,NBA,8,116,Roger Evans,Kent State University,,,,,,,,,,,,,,,,
1972,NBA,9,132,Greg Starrick,Southern Illinois,,,,,,,,,,,,,,,,
1972,NBA,10,145,Kent Martens,Abilene Christian University,,,,,,,,,,,,,,,,
1971,NBA,1,1,Austin Carr,Notre Dame,682,19660,10473,1990,1878,.449,,.804,28.8,15.4,2.9,2.8,32.9,.080,-0.6,5.2
1971,NBA,2,18,Steve Patterson,UCLA,350,5582,1552,1632,443,.403,,.594,15.9,4.4,4.7,1.3,4.8,.041,-1.2,0.9
1971,NBA,2,35,Willie Long,New Mexico,,,,,,,,,,,,,,,,
1971,NBA,3,36,Gerald Lockett,University of Arkansas at Pine Bluff,,,,,,,,,,,,,,,,
1971,NBA,3,41,Jackie Ridgle,California,32,107,57,15,7,.432,,.731,3.3,1.8,0.5,0.2,0.2,.102,,
1971,NBA,4,52,Cliff Harris,Hardin-Simmons University,,,,,,,,,,,,,,,,
1971,NBA,5,69,Brian Mahoney,Manhattan College,,,,,,,,,,,,,,,,
1971,NBA,6,86,Mike Childress,Colorado State,,,,,,,,,,,,,,,,
1971,NBA,7,103,Tom Bush,Drake University,,,,,,,,,,,,,,,,
