Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1982,NBA,5,100,Rich DiBenedetto,University of Wisconsin-Eau Claire,,,,,,,,,,,,,,,,
1982,NBA,6,123,Jeff Clark,Saint Joseph's,,,,,,,,,,,,,,,,
1982,NBA,7,146,Brad Leaf,University of Evansville,,,,,,,,,,,,,,,,
1982,NBA,8,169,Donald Reese,Bradley,,,,,,,,,,,,,,,,
1982,NBA,9,192,Mike Scearce,Purdue,,,,,,,,,,,,,,,,
1982,NBA,10,213,Craig Summers,University of Wisconsin-Stout,,,,,,,,,,,,,,,,
1981,NBA,1,14,Herb Williams,Ohio State,1102,28484,11944,6509,1856,.467,.095,.696,25.8,10.8,5.9,1.7,36.1,.061,-0.9,7.8
1981,NBA,2,36,Ray Blume (↳CHI),Oregon State,49,546,226,41,68,.459,.222,.643,11.1,4.6,0.8,1.4,-0.1,-0.013,-4.5,-0.3
1981,NBA,2,37,Al Leslie,Bucknell,,,,,,,,,,,,,,,,
1981,NBA,3,60,Purvis Miller,USC,,,,,,,,,,,,,,,,
1981,NBA,4,83,Rolando Frazer,Briar Cliff University,,,,,,,,,,,,,,,,
1981,NBA,5,106,George Peterson,New Jersey City University,,,,,,,,,,,,,,,,
1981,NBA,6,129,Robert Fronk,Washington,,,,,,,,,,,,,,,,
1981,NBA,7,152,Larry McKinney,Boise State,,,,,,,,,,,,,,,,
1981,NBA,8,174,Len Hatzenbeller,Drexel,,,,,,,,,,,,,,,,
1981,NBA,9,195,Scott Whitley,William & Mary,,,,,,,,,,,,,,,,
1981,NBA,10,215,Rodney Benson,Wright State University,,,,,,,,,,,,,,,,
1980,NBA,2,29,Louis Orr,Syracuse,569,13353,5545,2117,853,.468,.083,.787,23.5,9.7,3.7,1.5,25.7,.093,-0.4,5.5
1980,NBA,2,30,Kenny Natt,Louisiana-Monroe,49,388,150,40,41,.417,.200,.621,7.9,3.1,0.8,0.8,-0.2,-0.026,-5.6,-0.5
1980,NBA,2,40,Dick Miller,Toledo,8,53,8,7,5,.444,.000,,6.6,1.0,0.9,0.6,-0.1,-0.102,-4.3,-0.1
1980,NBA,4,78,Rich Branning,Notre Dame,,,,,,,,,,,,,,,,
1980,NBA,5,100,Joe Galvin,Illinois State,,,,,,,,,,,,,,,,
1980,NBA,6,124,Randy Owens,Philadelphia University,,,,,,,,,,,,,,,,
1980,NBA,7,146,Charles Naddaff,Lafayette College,,,,,,,,,,,,,,,,
1980,NBA,8,167,Steve Stielper,James Madison University,,,,,,,,,,,,,,,,
1980,NBA,9,186,Scott Rogers,Kenyon College,,,,,,,,,,,,,,,,
1980,NBA,10,204,John Bates,West Virginia Wesleyan College,,,,,,,,,,,,,,,,
1979,NBA,1,13,Dudley Bradley,UNC,600,10192,3131,1098,1147,.440,.293,.730,17.0,5.2,1.8,1.9,16.5,.078,0.7,7.0
1979,NBA,2,32,Tony Zeno,Arizona State,8,59,14,14,1,.286,,1.000,7.4,1.8,1.8,0.1,-0.2,-0.160,-6.5,-0.2
1979,NBA,4,74,Don Newman,Idaho,,,,,,,,,,,,,,,,
1979,NBA,5,98,Billy Reid,San Francisco,59,597,190,60,71,.454,.000,.564,10.1,3.2,1.0,1.2,-0.6,-0.050,-5.6,-0.5
1979,NBA,6,117,Greg Guye,Stetson University,,,,,,,,,,,,,,,,
1979,NBA,7,136,Dirk Ewing,Stetson University,,,,,,,,,,,,,,,,
1979,NBA,8,157,Brian Magid,George Washington,,,,,,,,,,,,,,,,
1978,NBA,1,3,Rick Robey,Kentucky,493,8824,3723,2301,611,.501,,.650,17.9,7.6,4.7,1.2,15.8,.086,-1.9,0.1
1978,NBA,2,27,Wayne Radford,Indiana,52,649,202,68,57,.474,,.800,12.5,3.9,1.3,1.1,0.7,.049,-2.2,0.0
1978,NBA,4,71,Rickey Lee,Oregon State,,,,,,,,,,,,,,,,
1978,NBA,5,92,James Sparrow,North Carolina A&T,,,,,,,,,,,,,,,,
1978,NBA,6,115,Sherman Dillard,James Madison University,,,,,,,,,,,,,,,,
1978,NBA,7,135,Ollie Matson,Pepperdine,,,,,,,,,,,,,,,,
1977,NBA,2,29,Alonzo Bradley,Texas Southern,99,1139,440,151,74,.418,,.703,11.5,4.4,1.5,0.7,-0.2,-0.007,-4.6,-0.8
1977,NBA,3,51,Stan Mayhew,Weber State,,,,,,,,,,,,,,,,
1977,NBA,4,73,George Pendleton,Georgia State University,,,,,,,,,,,,,,,,
1977,NBA,5,95,Marvin Jackson,Prairie View A&M University,,,,,,,,,,,,,,,,
1977,NBA,6,117,Tom Scheffler,Purdue,39,268,52,76,11,.412,,.500,6.9,1.3,1.9,0.3,0.2,.037,-4.5,-0.2
