Year,Lg,Rd,Pk,Player,College,G,MP,PTS,TRB,AST,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48,BPM,VORP
1998,NBA,2,34,Shammond Williams (↳ATL),UNC,325,5351,1892,518,765,.401,.366,.798,16.5,5.8,1.6,2.4,8.8,.079,-0.7,1.7
1998,NBA,2,58,Maceo Baston,Michigan,105,831,286,175,26,.616,.375,.740,7.9,2.7,1.7,0.2,2.3,.134,-1.2,0.2
1997,NBA,1,28,Keith Booth,Maryland,45,449,130,97,39,.325,.091,.563,10.0,2.9,2.2,0.9,-0.8,-0.080,-6.1,-0.5
1997,NBA,2,58,Roberto Duenas,,,,,,,,,,,,,,,,,
1996,NBA,1,29,Travis Knight,UConn,371,4566,1276,1160,224,.438,.259,.696,12.3,3.4,3.1,0.6,7.9,.083,-3.0,-1.1
1995,NBA,1,20,Jason Caffey,Alabama,462,9045,3368,2022,420,.481,.000,.637,19.6,7.3,4.4,0.9,13.5,.072,-3.6,-3.6
1995,NBA,2,31,Dragan Tarlać,,43,598,103,122,31,.394,,.758,13.9,2.4,2.8,0.7,-0.2,-0.016,-7.3,-0.8
1994,NBA,1,21,Dickey Simpkins,Providence,327,5201,1388,1187,305,.440,.222,.618,15.9,4.2,3.6,0.9,4.7,.044,-4.5,-3.3
1994,NBA,2,49,Kris Bruton,Benedict College,,,,,,,,,,,,,,,,
1993,NBA,1,25,Corie Blount,Cincinnati,644,9925,2287,2690,460,.471,.115,.587,15.4,3.6,4.2,0.7,18.2,.088,-2.5,-1.1
1993,NBA,2,41,Anthony Reed,Tulane,,,,,,,,,,,,,,,,
1992,NBA,1,27,Byron Houston (↳GSW),Oklahoma State,214,2674,835,648,114,.456,.256,.676,12.5,3.9,3.0,0.5,3.9,.069,-3.9,-1.3
1992,NBA,2,33,Corey Williams,Oklahoma State,39,288,92,37,29,.367,.250,.826,7.4,2.4,0.9,0.7,0.2,.037,-5.6,-0.3
